order_date,sales_staff_code,order_method_it,order_method_en,order_method_nl,order_detail_code,return_count,order_method_no,order_method_el,unit_cost,order_method_tc,order_detail_code_2,retailer_name,retailer_name_mb,order_method_cs,order_method_hu,order_method_ms,order_method_th,quantity,order_number_2,sales_branch_code,promotion_code,order_method_id,order_number,order_method_sc,order_method_fi,order_method_ru,retailer_site_code,unit_sale_price,order_method_da,order_method_pl,order_method_de,order_method_ko,ship_date,order_method_sv,order_method_fr,order_method_code_2,unit_price,order_method_pt,order_method_es,order_close_date,retailer_contact_code,order_method_code,order_method_ja,product_number
2005-01-14 00:00:00.0,10060,Web,Web,Internet,1025169,,Internett,Διαδίκτυο,0.85,網站,,Champs,Champs,Web,Web,Web,เว็บไซต์,1586,101494,20,0,Web,101494,Web,Web,Web,20781,3.51,Internet,Sieć WWW,Web,인터넷,2005-01-18 00:00:00.0,Webb,Site Web,5,3.66,Web,Web,2005-01-18 00:00:00.0,3801,5,ホームページ,4110
2005-01-14 00:00:00.0,10060,Web,Web,Internet,1025170,,Internett,Διαδίκτυο,34.97,網站,,Champs,Champs,Web,Web,Web,เว็บไซต์,870,101494,20,0,Web,101494,Web,Web,Web,20781,52.73,Internet,Sieć WWW,Web,인터넷,2005-01-18 00:00:00.0,Webb,Site Web,5,54.93,Web,Web,2005-01-18 00:00:00.0,3801,5,ホームページ,5110
2005-01-19 00:00:00.0,10797,Web,Web,Internet,1025181,,Internett,Διαδίκτυο,41.18,網站,,Sport Supply,Sport Supply,Web,Web,Web,เว็บไซต์,473,101495,20,0,Web,101495,Web,Web,Web,20780,69.09,Internet,Sieć WWW,Web,인터넷,2005-01-24 00:00:00.0,Webb,Site Web,5,73.50,Web,Web,2005-01-24 00:00:00.0,3800,5,ホームページ,29110
2005-01-19 00:00:00.0,10797,Web,Web,Internet,1025182,,Internett,Διαδίκτυο,86.00,網站,,Sport Supply,Sport Supply,Web,Web,Web,เว็บไซต์,492,101495,20,0,Web,101495,Web,Web,Web,20780,138.02,Internet,Sieć WWW,Web,인터넷,2005-01-24 00:00:00.0,Webb,Site Web,5,146.83,Web,Web,2005-01-24 00:00:00.0,3800,5,ホームページ,18110
2005-01-19 00:00:00.0,10797,Web,Web,Internet,1025183,,Internett,Διαδίκτυο,250.00,網站,,Sport Supply,Sport Supply,Web,Web,Web,เว็บไซต์,548,101495,20,0,Web,101495,Web,Web,Web,20780,347.92,Internet,Sieć WWW,Web,인터넷,2005-01-24 00:00:00.0,Webb,Site Web,5,370.13,Web,Web,2005-01-24 00:00:00.0,3800,5,ホームページ,11110
2005-01-19 00:00:00.0,10797,Web,Web,Internet,1025184,,Internett,Διαδίκτυο,6.62,網站,,Sport Supply,Sport Supply,Web,Web,Web,เว็บไซต์,909,101495,20,0,Web,101495,Web,Web,Web,20780,12.15,Internet,Sieć WWW,Web,인터넷,2005-01-24 00:00:00.0,Webb,Site Web,5,12.53,Web,Web,2005-01-24 00:00:00.0,3800,5,ホームページ,2110
2005-01-19 00:00:00.0,10797,Web,Web,Internet,1025185,,Internett,Διαδίκτυο,46.38,網站,,Sport Supply,Sport Supply,Web,Web,Web,เว็บไซต์,740,101495,20,0,Web,101495,Web,Web,Web,20780,62.76,Internet,Sieć WWW,Web,인터넷,2005-01-24 00:00:00.0,Webb,Site Web,5,66.77,Web,Web,2005-01-24 00:00:00.0,3800,5,ホームページ,7110
2005-01-19 00:00:00.0,10797,Web,Web,Internet,1025186,,Internett,Διαδίκτυο,14.40,網站,,Sport Supply,Sport Supply,Web,Web,Web,เว็บไซต์,387,101495,20,10226,Web,101495,Web,Web,Web,20780,23.55,Internet,Sieć WWW,Web,인터넷,2005-01-24 00:00:00.0,Webb,Site Web,5,29.44,Web,Web,2005-01-24 00:00:00.0,3800,5,ホームページ,33110
2005-01-19 00:00:00.0,10796,Web,Web,Internet,1025197,,Internett,Διαδίκτυο,6.75,網站,,The Sport Pros,The Sport Pros,Web,Web,Web,เว็บไซต์,656,101496,20,0,Web,101496,Web,Web,Web,20782,14.33,Internet,Sieć WWW,Web,인터넷,2005-01-24 00:00:00.0,Webb,Site Web,5,14.77,Web,Web,2005-01-24 00:00:00.0,3802,5,ホームページ,30110
2005-01-19 00:00:00.0,10796,Web,Web,Internet,1025198,,Internett,Διαδίκτυο,166.66,網站,,The Sport Pros,The Sport Pros,Web,Web,Web,เว็บไซต์,322,101496,20,0,Web,101496,Web,Web,Web,20782,268.74,Internet,Sieć WWW,Web,인터넷,2005-01-24 00:00:00.0,Webb,Site Web,5,285.89,Web,Web,2005-01-24 00:00:00.0,3802,5,ホームページ,25110
