order_date,sales_staff_code,order_method_it,order_method_en,order_method_nl,order_detail_code,return_count,order_method_no,order_method_el,unit_cost,order_method_tc,order_detail_code_2,retailer_name,retailer_name_mb,order_method_cs,order_method_hu,order_method_ms,order_method_th,quantity,order_number_2,sales_branch_code,promotion_code,order_method_id,order_number,order_method_sc,order_method_fi,order_method_ru,retailer_site_code,unit_sale_price,order_method_da,order_method_pl,order_method_de,order_method_ko,ship_date,order_method_sv,order_method_fr,order_method_code_2,unit_price,order_method_pt,order_method_es,order_close_date,retailer_contact_code,order_method_code,order_method_ja,product_number
2006-07-20 00:00:00.0,10400,Web,Web,Internet,1069816,,Internett,Διαδίκτυο,22.36,網站,,Falcon Outfitters,Falcon Outfitters,Web,Web,Web,เว็บไซต์,369,103903,17,0,Web,103903,Web,Web,Web,20021,51.93,Internet,Sieć WWW,Web,인터넷,2006-07-24 00:00:00.0,Webb,Site Web,5,52.99,Web,Web,2006-08-03 00:00:00.0,3032,5,ホームページ,54110
2006-07-20 00:00:00.0,10400,Web,Web,Internet,1069817,,Internett,Διαδίκτυο,3.15,網站,,Falcon Outfitters,Falcon Outfitters,Web,Web,Web,เว็บไซต์,1589,103903,17,0,Web,103903,Web,Web,Web,20021,7.76,Internet,Sieć WWW,Web,인터넷,2006-07-24 00:00:00.0,Webb,Site Web,5,8.00,Web,Web,2006-08-03 00:00:00.0,3032,5,ホームページ,55110
2006-07-20 00:00:00.0,10400,Web,Web,Internet,1069818,,Internett,Διαδίκτυο,8.53,網站,,Falcon Outfitters,Falcon Outfitters,Web,Web,Web,เว็บไซต์,246,103903,17,0,Web,103903,Web,Web,Web,20021,18.00,Internet,Sieć WWW,Web,인터넷,2006-07-24 00:00:00.0,Webb,Site Web,5,18.00,Web,Web,2006-08-03 00:00:00.0,3032,5,ホームページ,56110
2006-07-20 00:00:00.0,10400,Web,Web,Internet,1069819,,Internett,Διαδίκτυο,100.91,網站,,Falcon Outfitters,Falcon Outfitters,Web,Web,Web,เว็บไซต์,207,103903,17,0,Web,103903,Web,Web,Web,20021,152.00,Internet,Sieć WWW,Web,인터넷,2006-08-03 00:00:00.0,Webb,Site Web,5,160.00,Web,Web,2006-08-03 00:00:00.0,3032,5,ホームページ,42110
2006-07-20 00:00:00.0,10400,Web,Web,Internet,1069820,,Internett,Διαδίκτυο,126.51,網站,,Falcon Outfitters,Falcon Outfitters,Web,Web,Web,เว็บไซต์,106,103903,17,0,Web,103903,Web,Web,Web,20021,180.50,Internet,Sieć WWW,Web,인터넷,2006-07-24 00:00:00.0,Webb,Site Web,5,190.00,Web,Web,2006-08-03 00:00:00.0,3032,5,ホームページ,43110
2006-07-20 00:00:00.0,10400,Web,Web,Internet,1069821,,Internett,Διαδίκτυο,227.69,網站,,Falcon Outfitters,Falcon Outfitters,Web,Web,Web,เว็บไซต์,180,103903,17,0,Web,103903,Web,Web,Web,20021,329.33,Internet,Sieć WWW,Web,인터넷,2006-07-24 00:00:00.0,Webb,Site Web,5,346.66,Web,Web,2006-08-03 00:00:00.0,3032,5,ホームページ,44110
2006-07-20 00:00:00.0,10400,Web,Web,Internet,1069822,,Internett,Διαδίκτυο,75.00,網站,,Falcon Outfitters,Falcon Outfitters,Web,Web,Web,เว็บไซต์,59,103903,17,60617,Web,103903,Web,Web,Web,20021,75.89,Internet,Sieć WWW,Web,인터넷,2006-07-24 00:00:00.0,Webb,Site Web,5,151.77,Web,Web,2006-08-03 00:00:00.0,3032,5,ホームページ,8110
2006-07-20 00:00:00.0,10400,Web,Web,Internet,1069823,,Internett,Διαδίκτυο,396.00,網站,,Falcon Outfitters,Falcon Outfitters,Web,Web,Web,เว็บไซต์,59,103903,17,60617,Web,103903,Web,Web,Web,20021,650.89,Internet,Sieć WWW,Web,인터넷,2006-07-24 00:00:00.0,Webb,Site Web,5,650.89,Web,Web,2006-08-03 00:00:00.0,3032,5,ホームページ,12110
2006-07-21 00:00:00.0,10258,Web,Web,Internet,1069834,,Internett,Διαδίκτυο,75.00,網站,,"Grupo Lozano, S.A. de C.V.","Grupo Lozano, S.A. de C.V.",Web,Web,Web,เว็บไซต์,55,103904,24,60617,Web,103904,Web,Web,Web,20497,75.89,Internet,Sieć WWW,Web,인터넷,2006-07-24 00:00:00.0,Webb,Site Web,5,151.77,Web,Web,2006-07-24 00:00:00.0,3516,5,ホームページ,8110
2006-07-21 00:00:00.0,10258,Web,Web,Internet,1069835,,Internett,Διαδίκτυο,396.00,網站,,"Grupo Lozano, S.A. de C.V.","Grupo Lozano, S.A. de C.V.",Web,Web,Web,เว็บไซต์,55,103904,24,60617,Web,103904,Web,Web,Web,20497,650.89,Internet,Sieć WWW,Web,인터넷,2006-07-24 00:00:00.0,Webb,Site Web,5,650.89,Web,Web,2006-07-24 00:00:00.0,3516,5,ホームページ,12110
2006-07-21 00:00:00.0,10258,Web,Web,Internet,1069836,,Internett,Διαδίκτυο,36.12,網站,,"Grupo Lozano, S.A. de C.V.","Grupo Lozano, S.A. de C.V.",Web,Web,Web,เว็บไซต์,239,103904,24,0,Web,103904,Web,Web,Web,20497,58.79,Internet,Sieć WWW,Web,인터넷,2006-07-24 00:00:00.0,Webb,Site Web,5,59.99,Web,Web,2006-07-24 00:00:00.0,3516,5,ホームページ,59110
2006-07-21 00:00:00.0,10258,Web,Web,Internet,1069837,,Internett,Διαδίκτυο,9.89,網站,,"Grupo Lozano, S.A. de C.V.","Grupo Lozano, S.A. de C.V.",Web,Web,Web,เว็บไซต์,753,103904,24,0,Web,103904,Web,Web,Web,20497,19.60,Internet,Sieć WWW,Web,인터넷,2006-07-24 00:00:00.0,Webb,Site Web,5,20.00,Web,Web,2006-07-24 00:00:00.0,3516,5,ホームページ,60110
2006-07-21 00:00:00.0,10258,Web,Web,Internet,1069838,,Internett,Διαδίκτυο,19.52,網站,,"Grupo Lozano, S.A. de C.V.","Grupo Lozano, S.A. de C.V.",Web,Web,Web,เว็บไซต์,1320,103904,24,0,Web,103904,Web,Web,Web,20497,38.40,Internet,Sieć WWW,Web,인터넷,2006-07-24 00:00:00.0,Webb,Site Web,5,40.00,Web,Web,2006-07-24 00:00:00.0,3516,5,ホームページ,61110
2006-07-21 00:00:00.0,10258,Web,Web,Internet,1069839,,Internett,Διαδίκτυο,227.69,網站,,"Grupo Lozano, S.A. de C.V.","Grupo Lozano, S.A. de C.V.",Web,Web,Web,เว็บไซต์,186,103904,24,0,Web,103904,Web,Web,Web,20497,329.33,Internet,Sieć WWW,Web,인터넷,2006-07-24 00:00:00.0,Webb,Site Web,5,346.66,Web,Web,2006-07-24 00:00:00.0,3516,5,ホームページ,44110
2006-07-21 00:00:00.0,10258,Web,Web,Internet,1069840,,Internett,Διαδίκτυο,370.35,網站,,"Grupo Lozano, S.A. de C.V.","Grupo Lozano, S.A. de C.V.",Web,Web,Web,เว็บไซต์,94,103904,24,0,Web,103904,Web,Web,Web,20497,546.23,Internet,Sieć WWW,Web,인터넷,2006-07-24 00:00:00.0,Webb,Site Web,5,574.98,Web,Web,2006-07-24 00:00:00.0,3516,5,ホームページ,45110
2006-07-21 00:00:00.0,10258,Web,Web,Internet,1069841,,Internett,Διαδίκτυο,52.54,網站,,"Grupo Lozano, S.A. de C.V.","Grupo Lozano, S.A. de C.V.",Web,Web,Web,เว็บไซต์,580,103904,24,0,Web,103904,Web,Web,Web,20497,70.30,Internet,Sieć WWW,Web,인터넷,2006-07-24 00:00:00.0,Webb,Site Web,5,74.00,Web,Web,2006-07-24 00:00:00.0,3516,5,ホームページ,46110
