order_date,sales_staff_code,order_method_it,order_method_en,order_method_nl,order_detail_code,return_count,order_method_no,order_method_el,unit_cost,order_method_tc,order_detail_code_2,retailer_name,retailer_name_mb,order_method_cs,order_method_hu,order_method_ms,order_method_th,quantity,order_number_2,sales_branch_code,promotion_code,order_method_id,order_number,order_method_sc,order_method_fi,order_method_ru,retailer_site_code,unit_sale_price,order_method_da,order_method_pl,order_method_de,order_method_ko,ship_date,order_method_sv,order_method_fr,order_method_code_2,unit_price,order_method_pt,order_method_es,order_close_date,retailer_contact_code,order_method_code,order_method_ja,product_number
2005-04-20 00:00:00.0,10074,Web,Web,Internet,1033096,,Internett,Διαδίκτυο,227.69,網站,,Extreme Outdoors,Extreme Outdoors,Web,Web,Web,เว็บไซต์,112,101926,21,0,Web,101926,Web,Web,Web,20088,325.86,Internet,Sieć WWW,Web,인터넷,2005-04-26 00:00:00.0,Webb,Site Web,5,346.66,Web,Web,2005-04-26 00:00:00.0,3102,5,ホームページ,44110
2005-04-20 00:00:00.0,10074,Web,Web,Internet,1033097,,Internett,Διαδίκτυο,370.35,網站,,Extreme Outdoors,Extreme Outdoors,Web,Web,Web,เว็บไซต์,61,101926,21,0,Web,101926,Web,Web,Web,20088,540.48,Internet,Sieć WWW,Web,인터넷,2005-04-26 00:00:00.0,Webb,Site Web,5,574.98,Web,Web,2005-04-26 00:00:00.0,3102,5,ホームページ,45110
2005-04-20 00:00:00.0,10074,Web,Web,Internet,1033098,,Internett,Διαδίκτυο,52.54,網站,,Extreme Outdoors,Extreme Outdoors,Web,Web,Web,เว็บไซต์,427,101926,21,0,Web,101926,Web,Web,Web,20088,69.56,Internet,Sieć WWW,Web,인터넷,2005-04-26 00:00:00.0,Webb,Site Web,5,74.00,Web,Web,2005-04-26 00:00:00.0,3102,5,ホームページ,46110
2005-04-20 00:00:00.0,10074,Web,Web,Internet,1033099,,Internett,Διαδίκτυο,43.77,網站,,Extreme Outdoors,Extreme Outdoors,Web,Web,Web,เว็บไซต์,259,101926,21,0,Web,101926,Web,Web,Web,20088,61.10,Internet,Sieć WWW,Web,인터넷,2005-04-26 00:00:00.0,Webb,Site Web,5,65.00,Web,Web,2005-04-26 00:00:00.0,3102,5,ホームページ,47110
2005-04-20 00:00:00.0,10074,Web,Web,Internet,1033100,,Internett,Διαδίκτυο,53.93,網站,,Extreme Outdoors,Extreme Outdoors,Web,Web,Web,เว็บไซต์,341,101926,21,0,Web,101926,Web,Web,Web,20088,103.40,Internet,Sieć WWW,Web,인터넷,2005-04-26 00:00:00.0,Webb,Site Web,5,110.00,Web,Web,2005-04-26 00:00:00.0,3102,5,ホームページ,48110
2005-04-20 00:00:00.0,10074,Web,Web,Internet,1033101,,Internett,Διαδίκτυο,40.63,網站,,Extreme Outdoors,Extreme Outdoors,Web,Web,Web,เว็บไซต์,120,101926,21,0,Web,101926,Web,Web,Web,20088,63.67,Internet,Sieć WWW,Web,인터넷,2005-04-26 00:00:00.0,Webb,Site Web,5,67.73,Web,Web,2005-04-26 00:00:00.0,3102,5,ホームページ,39110
2005-04-20 00:00:00.0,10074,Web,Web,Internet,1033102,,Internett,Διαδίκτυο,238.88,網站,,Extreme Outdoors,Extreme Outdoors,Web,Web,Web,เว็บไซต์,136,101926,21,0,Web,101926,Web,Web,Web,20088,432.89,Internet,Sieć WWW,Web,인터넷,2005-04-26 00:00:00.0,Webb,Site Web,5,460.52,Web,Web,2005-04-26 00:00:00.0,3102,5,ホームページ,27110
2005-04-18 00:00:00.0,10059,Telefono,Telephone,Telefoon,1033113,,Telefon,Τηλέφωνο,26.15,電話,,Edward's Department Store,Edward's Department Store,Telefon,Telefon,Telefon,โทรศัพท์,18,101927,20,0,Telepon,101927,电话,Puhelin,Телефон,20117,59.37,Telefon,Telefon,Telefon,전화,2005-04-21 00:00:00.0,Telefon,Téléphone,2,61.84,Telefone,Teléfono,2005-04-21 00:00:00.0,3126,2,電話,68230
2005-04-18 00:00:00.0,10059,Telefono,Telephone,Telefoon,1033114,,Telefon,Τηλέφωνο,49.69,電話,,Edward's Department Store,Edward's Department Store,Telefon,Telefon,Telefon,โทรศัพท์,35,101927,20,0,Telepon,101927,电话,Puhelin,Телефон,20117,103.40,Telefon,Telefon,Telefon,전화,2005-04-21 00:00:00.0,Telefon,Téléphone,2,110.00,Telefone,Teléfono,2005-04-21 00:00:00.0,3126,2,電話,69110
2005-04-15 00:00:00.0,10799,Web,Web,Internet,1033125,,Internett,Διαδίκτυο,1.00,網站,,Game On! Sports,Game On! Sports,Web,Web,Web,เว็บไซต์,1118,101928,22,0,Web,101928,Web,Web,Web,20544,2.00,Internet,Sieć WWW,Web,인터넷,2005-04-19 00:00:00.0,Webb,Site Web,5,2.06,Web,Web,2005-04-19 00:00:00.0,3563,5,ホームページ,16110
