order_date,sales_staff_code,order_method_it,order_method_en,order_method_nl,order_detail_code,return_count,order_method_no,order_method_el,unit_cost,order_method_tc,order_detail_code_2,retailer_name,retailer_name_mb,order_method_cs,order_method_hu,order_method_ms,order_method_th,quantity,order_number_2,sales_branch_code,promotion_code,order_method_id,order_number,order_method_sc,order_method_fi,order_method_ru,retailer_site_code,unit_sale_price,order_method_da,order_method_pl,order_method_de,order_method_ko,ship_date,order_method_sv,order_method_fr,order_method_code_2,unit_price,order_method_pt,order_method_es,order_close_date,retailer_contact_code,order_method_code,order_method_ja,product_number
2007-05-10 00:00:00.0,10052,Web,Web,Internet,1098193,,Internett,Διαδίκτυο,53.93,網站,,Excellence en Montagne,Excellence en Montagne,Web,Web,Web,เว็บไซต์,558,105416,18,0,Web,105416,Web,Web,Web,20446,104.50,Internet,Sieć WWW,Web,인터넷,2007-05-14 00:00:00.0,Webb,Site Web,5,110.00,Web,Web,2007-05-14 00:00:00.0,3465,5,ホームページ,48110
2007-05-10 00:00:00.0,10052,Web,Web,Internet,1098194,,Internett,Διαδίκτυο,15.71,網站,,Excellence en Montagne,Excellence en Montagne,Web,Web,Web,เว็บไซต์,248,105416,18,0,Web,105416,Web,Web,Web,20446,33.00,Internet,Sieć WWW,Web,인터넷,2007-05-14 00:00:00.0,Webb,Site Web,5,33.00,Web,Web,2007-05-14 00:00:00.0,3465,5,ホームページ,49110
2007-05-10 00:00:00.0,10052,Web,Web,Internet,1098195,,Internett,Διαδίκτυο,38.97,網站,,Excellence en Montagne,Excellence en Montagne,Web,Web,Web,เว็บไซต์,482,105416,18,0,Web,105416,Web,Web,Web,20446,76.00,Internet,Sieć WWW,Web,인터넷,2007-05-14 00:00:00.0,Webb,Site Web,5,80.00,Web,Web,2007-05-14 00:00:00.0,3465,5,ホームページ,57110
2007-05-10 00:00:00.0,10052,Web,Web,Internet,1098196,,Internett,Διαδίκτυο,56.88,網站,,Excellence en Montagne,Excellence en Montagne,Web,Web,Web,เว็บไซต์,309,105416,18,0,Web,105416,Web,Web,Web,20446,75.98,Internet,Sieć WWW,Web,인터넷,2007-05-14 00:00:00.0,Webb,Site Web,5,79.98,Web,Web,2007-05-14 00:00:00.0,3465,5,ホームページ,58110
2007-05-09 00:00:00.0,10716,Web,Web,Internet,1098207,,Internett,Διαδίκτυο,176.47,網站,,Donovan's Sports,Donovan's Sports,Web,Web,Web,เว็บไซต์,225,105417,21,0,Web,105417,Web,Web,Web,20099,341.62,Internet,Sieć WWW,Web,인터넷,2007-05-14 00:00:00.0,Webb,Site Web,5,359.60,Web,Web,2007-05-14 00:00:00.0,3107,5,ホームページ,85110
2007-05-09 00:00:00.0,10716,Web,Web,Internet,1098208,,Internett,Διαδίκτυο,39.00,網站,,Donovan's Sports,Donovan's Sports,Web,Web,Web,เว็บไซต์,190,105417,21,0,Web,105417,Web,Web,Web,20099,77.47,Internet,Sieć WWW,Web,인터넷,2007-05-14 00:00:00.0,Webb,Site Web,5,81.55,Web,Web,2007-05-14 00:00:00.0,3107,5,ホームページ,65110
2007-05-09 00:00:00.0,10716,Web,Web,Internet,1098209,,Internett,Διαδίκτυο,45.00,網站,,Donovan's Sports,Donovan's Sports,Web,Web,Web,เว็บไซต์,53,105417,21,0,Web,105417,Web,Web,Web,20099,95.07,Internet,Sieć WWW,Web,인터넷,2007-05-14 00:00:00.0,Webb,Site Web,5,98.01,Web,Web,2007-05-14 00:00:00.0,3107,5,ホームページ,66110
2007-05-09 00:00:00.0,10716,Web,Web,Internet,1098210,,Internett,Διαδίκτυο,116.19,網站,,Donovan's Sports,Donovan's Sports,Web,Web,Web,เว็บไซต์,43,105417,21,0,Web,105417,Web,Web,Web,20099,279.66,Internet,Sieć WWW,Web,인터넷,2007-05-14 00:00:00.0,Webb,Site Web,5,294.38,Web,Web,2007-05-14 00:00:00.0,3107,5,ホームページ,67110
2007-05-10 00:00:00.0,10050,Web,Web,Internet,1098221,,Internett,Διαδίκτυο,75.00,網站,,Ultra Sports,Ultra Sports,Web,Web,Web,เว็บไซต์,227,105418,18,0,Web,105418,Web,Web,Web,20005,144.18,Internet,Sieć WWW,Web,인터넷,2007-05-14 00:00:00.0,Webb,Site Web,5,151.77,Web,Web,2007-05-14 00:00:00.0,3065,5,ホームページ,8110
2007-05-10 00:00:00.0,10050,Web,Web,Internet,1098222,,Internett,Διαδίκτυο,238.88,網站,,Ultra Sports,Ultra Sports,Web,Web,Web,เว็บไซต์,136,105418,18,0,Web,105418,Web,Web,Web,20005,437.49,Internet,Sieć WWW,Web,인터넷,2007-05-14 00:00:00.0,Webb,Site Web,5,460.52,Web,Web,2007-05-14 00:00:00.0,3065,5,ホームページ,27110
2007-05-11 00:00:00.0,10052,Web,Web,Internet,1098233,,Internett,Διαδίκτυο,396.00,網站,,VIP Department Stores,VIP Department Stores,Web,Web,Web,เว็บไซต์,139,105419,18,0,Web,105419,Web,Web,Web,20009,618.35,Internet,Sieć WWW,Web,인터넷,2007-05-16 00:00:00.0,Webb,Site Web,5,650.89,Web,Web,2007-05-16 00:00:00.0,3068,5,ホームページ,12110
2007-05-11 00:00:00.0,10052,Web,Web,Internet,1098234,,Internett,Διαδίκτυο,7.50,網站,,VIP Department Stores,VIP Department Stores,Web,Web,Web,เว็บไซต์,644,105419,18,0,Web,105419,Web,Web,Web,20009,15.80,Internet,Sieć WWW,Web,인터넷,2007-05-16 00:00:00.0,Webb,Site Web,5,16.29,Web,Web,2007-05-16 00:00:00.0,3068,5,ホームページ,31110
2007-05-11 00:00:00.0,10052,Web,Web,Internet,1098235,,Internett,Διαδίκτυο,18.00,網站,,VIP Department Stores,VIP Department Stores,Web,Web,Web,เว็บไซต์,284,105419,18,0,Web,105419,Web,Web,Web,20009,28.85,Internet,Sieć WWW,Web,인터넷,2007-05-16 00:00:00.0,Webb,Site Web,5,29.44,Web,Web,2007-05-16 00:00:00.0,3068,5,ホームページ,33110
2007-05-11 00:00:00.0,10052,Web,Web,Internet,1098236,,Internett,Διαδίκτυο,40.63,網站,,VIP Department Stores,VIP Department Stores,Web,Web,Web,เว็บไซต์,117,105419,18,0,Web,105419,Web,Web,Web,20009,64.34,Internet,Sieć WWW,Web,인터넷,2007-05-16 00:00:00.0,Webb,Site Web,5,67.73,Web,Web,2007-05-16 00:00:00.0,3068,5,ホームページ,39110
2007-05-11 00:00:00.0,10052,Web,Web,Internet,1098237,,Internett,Διαδίκτυο,12.79,網站,,VIP Department Stores,VIP Department Stores,Web,Web,Web,เว็บไซต์,849,105419,18,0,Web,105419,Web,Web,Web,20009,27.25,Internet,Sieć WWW,Web,인터넷,2007-05-16 00:00:00.0,Webb,Site Web,5,27.81,Web,Web,2007-05-16 00:00:00.0,3068,5,ホームページ,40110
