order_date,sales_staff_code,order_method_it,order_method_en,order_method_nl,order_detail_code,return_count,order_method_no,order_method_el,unit_cost,order_method_tc,order_detail_code_2,retailer_name,retailer_name_mb,order_method_cs,order_method_hu,order_method_ms,order_method_th,quantity,order_number_2,sales_branch_code,promotion_code,order_method_id,order_number,order_method_sc,order_method_fi,order_method_ru,retailer_site_code,unit_sale_price,order_method_da,order_method_pl,order_method_de,order_method_ko,ship_date,order_method_sv,order_method_fr,order_method_code_2,unit_price,order_method_pt,order_method_es,order_close_date,retailer_contact_code,order_method_code,order_method_ja,product_number
2006-11-09 00:00:00.0,10060,Web,Web,Internet,1080077,,Internett,Διαδίκτυο,19.52,網站,,Extreme Outdoors,Extreme Outdoors,Web,Web,Web,เว็บไซต์,1362,104466,20,0,Web,104466,Web,Web,Web,20090,38.00,Internet,Sieć WWW,Web,인터넷,2006-11-13 00:00:00.0,Webb,Site Web,5,40.00,Web,Web,2006-11-13 00:00:00.0,3097,5,ホームページ,61110
2006-11-14 00:00:00.0,10258,Reparto vendite,Sales visit,Vertegenwoordiger,1080088,,Salgsbesøk,Επίσκεψη πωλητή,370.35,業務拜訪,,"Artículos de Campismo El Aquila, S.A. de C.V.","Artículos de Campismo El Aquila, S.A. de C.V.",Návštěva prodejce,Kiszállásos eladás,Lawatan jualan,เยี่ยมลูกค้า,148,104467,24,0,Kunjungan penjualan,104467,销售面访,Myyntikäynti,Торг. агент,20228,546.23,Sælgerbesøg,Wizyta,Verkaufsbesuch,방문판매,2006-11-20 00:00:00.0,Säljbesök,Visite d'un représentant,6,574.98,Visita vendas,Visita de ventas,2006-11-20 00:00:00.0,3212,6,店頭,45110
2006-11-14 00:00:00.0,10258,Reparto vendite,Sales visit,Vertegenwoordiger,1080089,,Salgsbesøk,Επίσκεψη πωλητή,52.54,業務拜訪,,"Artículos de Campismo El Aquila, S.A. de C.V.","Artículos de Campismo El Aquila, S.A. de C.V.",Návštěva prodejce,Kiszállásos eladás,Lawatan jualan,เยี่ยมลูกค้า,735,104467,24,0,Kunjungan penjualan,104467,销售面访,Myyntikäynti,Торг. агент,20228,70.30,Sælgerbesøg,Wizyta,Verkaufsbesuch,방문판매,2006-11-20 00:00:00.0,Säljbesök,Visite d'un représentant,6,74.00,Visita vendas,Visita de ventas,2006-11-20 00:00:00.0,3212,6,店頭,46110
2006-11-14 00:00:00.0,10258,Reparto vendite,Sales visit,Vertegenwoordiger,1080090,,Salgsbesøk,Επίσκεψη πωλητή,43.77,業務拜訪,,"Artículos de Campismo El Aquila, S.A. de C.V.","Artículos de Campismo El Aquila, S.A. de C.V.",Návštěva prodejce,Kiszállásos eladás,Lawatan jualan,เยี่ยมลูกค้า,571,104467,24,0,Kunjungan penjualan,104467,销售面访,Myyntikäynti,Торг. агент,20228,61.75,Sælgerbesøg,Wizyta,Verkaufsbesuch,방문판매,2006-11-20 00:00:00.0,Säljbesök,Visite d'un représentant,6,65.00,Visita vendas,Visita de ventas,2006-11-20 00:00:00.0,3212,6,店頭,47110
2006-11-14 00:00:00.0,10258,Reparto vendite,Sales visit,Vertegenwoordiger,1080091,,Salgsbesøk,Επίσκεψη πωλητή,53.93,業務拜訪,,"Artículos de Campismo El Aquila, S.A. de C.V.","Artículos de Campismo El Aquila, S.A. de C.V.",Návštěva prodejce,Kiszállásos eladás,Lawatan jualan,เยี่ยมลูกค้า,750,104467,24,0,Kunjungan penjualan,104467,销售面访,Myyntikäynti,Торг. агент,20228,104.50,Sælgerbesøg,Wizyta,Verkaufsbesuch,방문판매,2006-11-20 00:00:00.0,Säljbesök,Visite d'un représentant,6,110.00,Visita vendas,Visita de ventas,2006-11-20 00:00:00.0,3212,6,店頭,48110
2006-11-14 00:00:00.0,10258,Reparto vendite,Sales visit,Vertegenwoordiger,1080092,,Salgsbesøk,Επίσκεψη πωλητή,15.71,業務拜訪,,"Artículos de Campismo El Aquila, S.A. de C.V.","Artículos de Campismo El Aquila, S.A. de C.V.",Návštěva prodejce,Kiszállásos eladás,Lawatan jualan,เยี่ยมลูกค้า,301,104467,24,0,Kunjungan penjualan,104467,销售面访,Myyntikäynti,Торг. агент,20228,33.00,Sælgerbesøg,Wizyta,Verkaufsbesuch,방문판매,2006-11-20 00:00:00.0,Säljbesök,Visite d'un représentant,6,33.00,Visita vendas,Visita de ventas,2006-11-20 00:00:00.0,3212,6,店頭,49110
2006-11-14 00:00:00.0,10258,Reparto vendite,Sales visit,Vertegenwoordiger,1080093,,Salgsbesøk,Επίσκεψη πωλητή,38.97,業務拜訪,,"Artículos de Campismo El Aquila, S.A. de C.V.","Artículos de Campismo El Aquila, S.A. de C.V.",Návštěva prodejce,Kiszállásos eladás,Lawatan jualan,เยี่ยมลูกค้า,660,104467,24,0,Kunjungan penjualan,104467,销售面访,Myyntikäynti,Торг. агент,20228,76.00,Sælgerbesøg,Wizyta,Verkaufsbesuch,방문판매,2006-11-20 00:00:00.0,Säljbesök,Visite d'un représentant,6,80.00,Visita vendas,Visita de ventas,2006-11-20 00:00:00.0,3212,6,店頭,57110
2006-11-14 00:00:00.0,10258,Reparto vendite,Sales visit,Vertegenwoordiger,1080094,,Salgsbesøk,Επίσκεψη πωλητή,56.88,業務拜訪,,"Artículos de Campismo El Aquila, S.A. de C.V.","Artículos de Campismo El Aquila, S.A. de C.V.",Návštěva prodejce,Kiszállásos eladás,Lawatan jualan,เยี่ยมลูกค้า,480,104467,24,0,Kunjungan penjualan,104467,销售面访,Myyntikäynti,Торг. агент,20228,75.98,Sælgerbesøg,Wizyta,Verkaufsbesuch,방문판매,2006-11-20 00:00:00.0,Säljbesök,Visite d'un représentant,6,79.98,Visita vendas,Visita de ventas,2006-11-20 00:00:00.0,3212,6,店頭,58110
2006-11-08 00:00:00.0,10056,Web,Web,Internet,1080105,,Internett,Διαδίκτυο,26.15,網站,,Eagle Eyes,Eagle Eyes,Web,Web,Web,เว็บไซต์,40,104468,19,0,Web,104468,Web,Web,Web,20537,61.84,Internet,Sieć WWW,Web,인터넷,2006-11-10 00:00:00.0,Webb,Site Web,5,61.84,Web,Web,2006-11-10 00:00:00.0,3556,5,ホームページ,68220
2006-11-08 00:00:00.0,10056,Web,Web,Internet,1080106,,Internett,Διαδίκτυο,26.15,網站,,Eagle Eyes,Eagle Eyes,Web,Web,Web,เว็บไซต์,45,104468,19,0,Web,104468,Web,Web,Web,20537,60.60,Internet,Sieć WWW,Web,인터넷,2006-11-10 00:00:00.0,Webb,Site Web,5,61.84,Web,Web,2006-11-10 00:00:00.0,3556,5,ホームページ,68120
2006-11-08 00:00:00.0,10056,Web,Web,Internet,1080107,,Internett,Διαδίκτυο,49.69,網站,,Eagle Eyes,Eagle Eyes,Web,Web,Web,เว็บไซต์,20,104468,19,0,Web,104468,Web,Web,Web,20537,110.00,Internet,Sieć WWW,Web,인터넷,2006-11-10 00:00:00.0,Webb,Site Web,5,110.00,Web,Web,2006-11-10 00:00:00.0,3556,5,ホームページ,69120
2006-11-08 00:00:00.0,10056,Web,Web,Internet,1080108,,Internett,Διαδίκτυο,58.88,網站,,Eagle Eyes,Eagle Eyes,Web,Web,Web,เว็บไซต์,20,104468,19,0,Web,104468,Web,Web,Web,20537,122.70,Internet,Sieć WWW,Web,인터넷,2006-11-10 00:00:00.0,Webb,Site Web,5,122.70,Web,Web,2006-11-10 00:00:00.0,3556,5,ホームページ,70140
2006-11-08 00:00:00.0,10056,Web,Web,Internet,1080109,,Internett,Διαδίκτυο,58.88,網站,,Eagle Eyes,Eagle Eyes,Web,Web,Web,เว็บไซต์,18,104468,19,0,Web,104468,Web,Web,Web,20537,122.70,Internet,Sieć WWW,Web,인터넷,2006-11-10 00:00:00.0,Webb,Site Web,5,122.70,Web,Web,2006-11-10 00:00:00.0,3556,5,ホームページ,70110
2006-11-08 00:00:00.0,10056,Web,Web,Internet,1080110,,Internett,Διαδίκτυο,26.15,網站,,Eagle Eyes,Eagle Eyes,Web,Web,Web,เว็บไซต์,32,104468,19,0,Web,104468,Web,Web,Web,20537,61.84,Internet,Sieć WWW,Web,인터넷,2006-11-10 00:00:00.0,Webb,Site Web,5,61.84,Web,Web,2006-11-10 00:00:00.0,3556,5,ホームページ,68110
2006-11-08 00:00:00.0,10056,Web,Web,Internet,1080112,,Internett,Διαδίκτυο,26.15,網站,,Eagle Eyes,Eagle Eyes,Web,Web,Web,เว็บไซต์,46,104468,19,0,Web,104468,Web,Web,Web,20537,60.60,Internet,Sieć WWW,Web,인터넷,2006-11-10 00:00:00.0,Webb,Site Web,5,61.84,Web,Web,2006-11-10 00:00:00.0,3556,5,ホームページ,68250
2006-11-08 00:00:00.0,10056,Web,Web,Internet,1080113,,Internett,Διαδίκτυο,26.15,網站,,Eagle Eyes,Eagle Eyes,Web,Web,Web,เว็บไซต์,38,104468,19,0,Web,104468,Web,Web,Web,20537,61.84,Internet,Sieć WWW,Web,인터넷,2006-11-10 00:00:00.0,Webb,Site Web,5,61.84,Web,Web,2006-11-10 00:00:00.0,3556,5,ホームページ,68200
2006-11-08 00:00:00.0,10056,Web,Web,Internet,1080114,,Internett,Διαδίκτυο,30.00,網站,,Eagle Eyes,Eagle Eyes,Web,Web,Web,เว็บไซต์,107,104468,19,0,Web,104468,Web,Web,Web,20537,47.90,Internet,Sieć WWW,Web,인터넷,2006-11-10 00:00:00.0,Webb,Site Web,5,48.88,Web,Web,2006-11-10 00:00:00.0,3556,5,ホームページ,63140
2006-11-08 00:00:00.0,10056,Web,Web,Internet,1080115,,Internett,Διαδίκτυο,30.00,網站,,Eagle Eyes,Eagle Eyes,Web,Web,Web,เว็บไซต์,112,104468,19,0,Web,104468,Web,Web,Web,20537,47.90,Internet,Sieć WWW,Web,인터넷,2006-11-10 00:00:00.0,Webb,Site Web,5,48.88,Web,Web,2006-11-10 00:00:00.0,3556,5,ホームページ,63130
2006-11-08 00:00:00.0,10056,Web,Web,Internet,1080116,,Internett,Διαδίκτυο,39.00,網站,,Eagle Eyes,Eagle Eyes,Web,Web,Web,เว็บไซต์,50,104468,19,0,Web,104468,Web,Web,Web,20537,79.92,Internet,Sieć WWW,Web,인터넷,2006-11-10 00:00:00.0,Webb,Site Web,5,81.55,Web,Web,2006-11-10 00:00:00.0,3556,5,ホームページ,65110
2006-11-08 00:00:00.0,10056,Web,Web,Internet,1080117,,Internett,Διαδίκτυο,39.00,網站,,Eagle Eyes,Eagle Eyes,Web,Web,Web,เว็บไซต์,59,104468,19,0,Web,104468,Web,Web,Web,20537,79.10,Internet,Sieć WWW,Web,인터넷,2006-11-10 00:00:00.0,Webb,Site Web,5,81.55,Web,Web,2006-11-10 00:00:00.0,3556,5,ホームページ,65120
2006-11-09 00:00:00.0,10060,Web,Web,Internet,1080128,,Internett,Διαδίκτυο,28.75,網站,,Edward's Department Store,Edward's Department Store,Web,Web,Web,เว็บไซต์,66,104469,20,0,Web,104469,Web,Web,Web,20117,52.15,Internet,Sieć WWW,Web,인터넷,2006-11-13 00:00:00.0,Webb,Site Web,5,52.15,Web,Web,2006-11-20 00:00:00.0,3126,5,ホームページ,37110
2006-11-09 00:00:00.0,10060,Web,Web,Internet,1080129,,Internett,Διαδίκτυο,41.18,網站,,Edward's Department Store,Edward's Department Store,Web,Web,Web,เว็บไซต์,702,104469,20,0,Web,104469,Web,Web,Web,20117,69.83,Internet,Sieć WWW,Web,인터넷,2006-11-13 00:00:00.0,Webb,Site Web,5,73.50,Web,Web,2006-11-20 00:00:00.0,3126,5,ホームページ,29110
